method,trial_key,mouse_id,genotype,trial_type,timepoint,peak_number,peak_time_s,peak_amp_z,trial_mean_z,mean_absolute_deviation,MAD_multiplier,threshold_z,is_social_interaction,social_bout_number,time_from_social_onset_s,time_from_social_offset_s
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,80,275.19983999999977,1.5236838973741786,0.0,0.7116199755357224,1.5,1.0674299633035838,False,,,
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,81,275.75984000000017,1.3443591054816197,0.0,0.7116199755357224,1.5,1.0674299633035838,False,,,
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,82,276.5998400000003,3.6816076886471714,0.0,0.7116199755357224,1.5,1.0674299633035838,False,,,
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,83,279.19983999999977,1.641891592941255,0.0,0.7116199755357224,1.5,1.0674299633035838,False,,,
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,84,281.23983999999973,1.9710495668995,0.0,0.7116199755357224,1.5,1.0674299633035838,False,,,
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,85,290.31983999999966,1.4063509360943685,0.0,0.7116199755357224,1.5,1.0674299633035838,False,,,
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,86,291.1598399999998,1.1772211183044117,0.0,0.7116199755357224,1.5,1.0674299633035838,False,,,
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,87,292.2798399999997,1.257183273912441,0.0,0.7116199755357224,1.5,1.0674299633035838,False,,,
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,88,293.7198400000002,2.621461042327489,0.0,0.7116199755357224,1.5,1.0674299633035838,False,,,
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,89,295.0398399999999,1.2415740307055272,0.0,0.7116199755357224,1.5,1.0674299633035838,False,,,
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,90,295.5998400000003,1.6058477530051114,0.0,0.7116199755357224,1.5,1.0674299633035838,False,,,
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,91,298.11983999999984,1.1192767792912424,0.0,0.7116199755357224,1.5,1.0674299633035838,False,,,
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,92,298.95984,2.138331993588959,0.0,0.7116199755357224,1.5,1.0674299633035838,True,11.0,0.6998399999999947,-1.0401600000000144
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,1,1.3200000000006185,4.11892063066,-2.0850927286544222e-17,0.7124421463483968,1.5,1.0686632195225951,False,,,
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,2,2.600000000000364,2.6488173998826796,-2.0850927286544222e-17,0.7124421463483968,1.5,1.0686632195225951,False,,,
