method,trial_key,mouse_id,genotype,trial_type,timepoint,analysis_window,duration_s,n_peaks,transient_freq_per_sec,transient_freq_per_min,mean_peak_amp_z,median_peak_amp_z,trial_mean_z,mean_absolute_deviation,threshold_z,trial_duration_s,interaction_duration_s,outside_interaction_duration_s,n_interaction_bouts
mean_MAD,W2__ID463_WT__3CT_FP5_2__3CT_W2_C2-Trial_____7,463,WT,Novel,W2,Outside interaction,280.04012799999987,60,0.21425500848221304,12.855300508932782,2.2377967851664673,1.9371178958013815,-6.065724301540137e-17,0.7623063458897699,1.5246126917795397,299.8401279999998,19.79999999999998,280.04012799999987,6
mean_MAD,Preinduction__ID584_NE__3CT_FP15_3__3CT_Preinduction_C3_check_arena_settings-Trial____17,584,NE,Novel,Preinduction,Outside interaction,255.3001279999998,60,0.2350175084910261,14.101050509461565,2.7066042635216285,2.4713324356862625,-1.5164310753850343e-17,0.7162955996855678,1.4325911993711355,299.8401279999998,44.54000000000003,255.3001279999998,11
mean_MAD,W1__ID584_NE__3CT_FP14_3__3CT_W1_C3-Trial____17,584,NE,Novel,W1,Outside interaction,260.0000959999999,49,0.1884614688757654,11.307688132545923,2.60157863015638,2.3509031939659013,4.359739341731974e-17,0.7545474993286913,1.5090949986573825,299.8400959999999,39.839999999999975,260.0000959999999,1
mean_MAD,W2__ID584_NE__3CT_FP14_3__3CT_W2_C3-Trial____16,584,NE,Novel,W2,Outside interaction,261.5004800000026,73,0.2791581873960586,16.749491243763515,2.432437276453328,2.2019677374179976,7.582155376925172e-18,0.7769495848933177,1.5538991697866353,299.8404800000026,38.339999999999996,261.5004800000026,14
mean_MAD,Preinduction__ID597_NE__3CT_FP29_3__3CT_Preinduction_C3_check_arena_settings-Trial____31,597,NE,Novel,Preinduction,Outside interaction,282.5808639999988,71,0.2512555131829461,15.075330790976766,2.282939727065715,2.1060485708858367,-7.581144153215259e-18,0.7715441666298728,1.5430883332597456,299.88086399999884,17.299999999999994,282.5808639999988,5
mean_MAD,W1__ID597_NE__3CT_FP31_3__3CT_W1_C3-Trial____36,597,NE,Novel,W1,Outside interaction,283.86022399999956,71,0.25012310284092537,15.007386170455522,2.3692271883918163,2.130849924914475,-7.582155376925172e-18,0.789251038293658,1.578502076587316,299.8402239999996,15.98000000000004,283.86022399999956,3
mean_MAD,W2__ID597_NE__3CT_FP26_3__3CT_W2_C3-Trial____28,597,NE,Novel,W2,Outside interaction,265.06022400000046,59,0.2225909233367278,13.355455400203669,2.505603972991998,2.367704395656874,-3.790572076607629e-18,0.7682740110936995,1.536548022187399,299.88022400000045,34.81999999999998,265.06022400000046,8
mean_MAD,Preinduction__ID372_NE__3CT_FP_2_1__3CT_Preinduction-Trial_____8,372,NE,Social,Preinduction,Interaction,21.059999999999974,9,0.4273504273504279,25.641025641025674,3.666475605609914,3.67640022791685,2.179869670865987e-17,0.7783003212318976,1.5566006424637953,299.83971199999996,21.059999999999974,278.779712,3
mean_MAD,W1__ID372_NE__3CT_FP4_1__3CT_W1_retracked-Trial_____7,372,NE,Social,W1,Interaction,20.60800000000001,10,0.4852484472049687,29.11490683229812,2.5420560199910516,2.288421767476245,-1.5164310753850343e-17,0.7833984280915313,1.5667968561830625,299.8399359999994,20.60800000000001,279.2319359999994,6
mean_MAD,W2__ID372_NE__3CT_FP4_1__3CT_W2-Trial_____6,372,NE,Social,W2,Interaction,46.52000000000004,17,0.36543422184006846,21.926053310404107,3.1244803375623853,2.7889888259039255,0.0,0.7537591445578026,1.5075182891156051,299.87990400000035,46.52000000000004,253.3599040000003,7
