trial_key,mouse_id,genotype,trial_type,timepoint,peak_number,peak_time_s,peak_amp_z,analysis_window,interaction_bout_number
W1__ID450_NE__3CT_FP20_3__3CT_W1_C3-Trial____24,450,NE,Social,W1,21,191.36041600000044,2.544692068033401,Outside interaction,
W1__ID450_NE__3CT_FP20_3__3CT_W1_C3-Trial____24,450,NE,Social,W1,22,196.20041599999968,1.9016955662271586,Outside interaction,
W1__ID450_NE__3CT_FP20_3__3CT_W1_C3-Trial____24,450,NE,Social,W1,23,231.60048000000006,2.1378954191452895,Outside interaction,
W1__ID450_NE__3CT_FP20_3__3CT_W1_C3-Trial____24,450,NE,Social,W1,24,233.76051199999984,1.878640373686193,Outside interaction,
W1__ID450_NE__3CT_FP20_3__3CT_W1_C3-Trial____24,450,NE,Social,W1,25,235.08051200000045,2.1252595887362427,Interaction,11.0
W1__ID450_NE__3CT_FP21_3__3CT_W1_C3-Trial____25,450,NE,Novel,W1,1,0.5200000000004366,1.6667607893185021,Outside interaction,
W1__ID450_NE__3CT_FP21_3__3CT_W1_C3-Trial____25,450,NE,Novel,W1,2,1.2399999999997817,1.718192329255977,Interaction,1.0
W1__ID450_NE__3CT_FP21_3__3CT_W1_C3-Trial____25,450,NE,Novel,W1,3,2.3599999999996726,1.5750817337091372,Interaction,1.0
W1__ID450_NE__3CT_FP21_3__3CT_W1_C3-Trial____25,450,NE,Novel,W1,4,8.200031999999737,2.0784094928549646,Outside interaction,
W1__ID450_NE__3CT_FP21_3__3CT_W1_C3-Trial____25,450,NE,Novel,W1,5,9.640032000000247,2.0063473530165847,Outside interaction,
W1__ID450_NE__3CT_FP21_3__3CT_W1_C3-Trial____25,450,NE,Novel,W1,6,12.960031999999956,1.5989074473541653,Outside interaction,
W1__ID450_NE__3CT_FP21_3__3CT_W1_C3-Trial____25,450,NE,Novel,W1,7,45.36003199999959,1.6143188527612489,Outside interaction,
W1__ID450_NE__3CT_FP21_3__3CT_W1_C3-Trial____25,450,NE,Novel,W1,8,133.8801599999997,1.6550451441310012,Outside interaction,
W1__ID450_NE__3CT_FP21_3__3CT_W1_C3-Trial____25,450,NE,Novel,W1,9,135.72019199999977,2.2961712459632517,Outside interaction,
W1__ID450_NE__3CT_FP21_3__3CT_W1_C3-Trial____25,450,NE,Novel,W1,10,143.9201919999996,1.679429271085418,Outside interaction,
W1__ID450_NE__3CT_FP21_3__3CT_W1_C3-Trial____25,450,NE,Novel,W1,11,144.9201919999996,1.883180949976,Outside interaction,
W1__ID450_NE__3CT_FP21_3__3CT_W1_C3-Trial____25,450,NE,Novel,W1,12,146.9201919999996,1.774395383655792,Outside interaction,
W1__ID450_NE__3CT_FP21_3__3CT_W1_C3-Trial____25,450,NE,Novel,W1,13,147.60019199999988,1.85842163498146,Outside interaction,
W1__ID450_NE__3CT_FP21_3__3CT_W1_C3-Trial____25,450,NE,Novel,W1,14,149.64022399999976,1.8965077188554356,Outside interaction,
W1__ID450_NE__3CT_FP21_3__3CT_W1_C3-Trial____25,450,NE,Novel,W1,15,150.36022400000002,1.7359087410087022,Outside interaction,
W1__ID450_NE__3CT_FP21_3__3CT_W1_C3-Trial____25,450,NE,Novel,W1,16,206.64032000000043,1.6779210376634954,Outside interaction,
W1__ID450_NE__3CT_FP21_3__3CT_W1_C3-Trial____25,450,NE,Novel,W1,17,214.28031999999985,2.3393718810930113,Outside interaction,
W1__ID450_NE__3CT_FP21_3__3CT_W1_C3-Trial____25,450,NE,Novel,W1,18,217.3203199999998,2.2065317957747763,Outside interaction,
W1__ID450_NE__3CT_FP21_3__3CT_W1_C3-Trial____25,450,NE,Novel,W1,19,218.16031999999996,2.33944310897881,Outside interaction,
W1__ID450_NE__3CT_FP21_3__3CT_W1_C3-Trial____25,450,NE,Novel,W1,20,219.40031999999974,2.1584124423236295,Outside interaction,
W1__ID450_NE__3CT_FP21_3__3CT_W1_C3-Trial____25,450,NE,Novel,W1,21,237.28035199999977,1.7325920010553235,Outside interaction,
W1__ID450_NE__3CT_FP21_3__3CT_W1_C3-Trial____25,450,NE,Novel,W1,22,245.32038399999965,1.615069641513756,Outside interaction,
W1__ID450_NE__3CT_FP21_3__3CT_W1_C3-Trial____25,450,NE,Novel,W1,23,278.56041600000026,1.6275426563381146,Outside interaction,
W1__ID450_NE__3CT_FP21_3__3CT_W1_C3-Trial____25,450,NE,Novel,W1,24,290.80041600000004,1.8016539162176617,Outside interaction,
W1__ID450_NE__3CT_FP21_3__3CT_W1_C3-Trial____25,450,NE,Novel,W1,25,297.6004160000002,1.6842084203045369,Outside interaction,
W1__ID597_NE__3CT_FP30_3__3CT_W1_C3-Trial____35,597,NE,Social,W1,1,0.5200000000004366,3.2089950880189075,Outside interaction,
W1__ID597_NE__3CT_FP30_3__3CT_W1_C3-Trial____35,597,NE,Social,W1,2,1.0399999999990541,2.0224451895565987,Outside interaction,
W1__ID597_NE__3CT_FP30_3__3CT_W1_C3-Trial____35,597,NE,Social,W1,3,2.319999999999709,2.1649518614812586,Interaction,1.0
W1__ID597_NE__3CT_FP30_3__3CT_W1_C3-Trial____35,597,NE,Social,W1,4,3.7999999999992724,2.955178926195916,Interaction,1.0
W1__ID597_NE__3CT_FP30_3__3CT_W1_C3-Trial____35,597,NE,Social,W1,5,4.279999999998836,3.5304765886294276,Interaction,1.0
W1__ID597_NE__3CT_FP30_3__3CT_W1_C3-Trial____35,597,NE,Social,W1,6,6.0,3.8173262704497803,Interaction,1.0
W1__ID597_NE__3CT_FP30_3__3CT_W1_C3-Trial____35,597,NE,Social,W1,7,8.8799999999992,3.3955182757604434,Interaction,1.0
W1__ID597_NE__3CT_FP30_3__3CT_W1_C3-Trial____35,597,NE,Social,W1,8,11.360000000000582,3.4738311127253914,Interaction,1.0
W1__ID597_NE__3CT_FP30_3__3CT_W1_C3-Trial____35,597,NE,Social,W1,9,62.7599680000003,3.2418481540075827,Outside interaction,
W1__ID597_NE__3CT_FP30_3__3CT_W1_C3-Trial____35,597,NE,Social,W1,10,63.359967999998844,2.2872304357104576,Outside interaction,
W1__ID597_NE__3CT_FP30_3__3CT_W1_C3-Trial____35,597,NE,Social,W1,11,63.87996799999928,3.5414321026439333,Outside interaction,
W1__ID597_NE__3CT_FP30_3__3CT_W1_C3-Trial____35,597,NE,Social,W1,12,65.19996799999899,2.3340477116382683,Outside interaction,
W1__ID597_NE__3CT_FP30_3__3CT_W1_C3-Trial____35,597,NE,Social,W1,13,70.87996799999928,1.8646707715235487,Outside interaction,
W1__ID597_NE__3CT_FP30_3__3CT_W1_C3-Trial____35,597,NE,Social,W1,14,72.99996800000008,3.2856472430144703,Interaction,4.0
W1__ID597_NE__3CT_FP30_3__3CT_W1_C3-Trial____35,597,NE,Social,W1,15,75.27996799999892,4.067696909598441,Interaction,4.0
W1__ID597_NE__3CT_FP30_3__3CT_W1_C3-Trial____35,597,NE,Social,W1,16,75.79996799999935,4.325157835104832,Interaction,4.0
W1__ID597_NE__3CT_FP30_3__3CT_W1_C3-Trial____35,597,NE,Social,W1,17,76.6399679999995,2.4677549996592902,Interaction,4.0
W1__ID597_NE__3CT_FP30_3__3CT_W1_C3-Trial____35,597,NE,Social,W1,18,78.15996799999994,2.3459280781264757,Interaction,4.0
W1__ID597_NE__3CT_FP30_3__3CT_W1_C3-Trial____35,597,NE,Social,W1,19,106.7599680000003,3.38713767564671,Interaction,9.0
W1__ID597_NE__3CT_FP30_3__3CT_W1_C3-Trial____35,597,NE,Social,W1,20,107.23996799999986,2.388692744278248,Interaction,9.0
W1__ID597_NE__3CT_FP30_3__3CT_W1_C3-Trial____35,597,NE,Social,W1,21,121.87996799999928,3.3283253665268573,Outside interaction,
W1__ID597_NE__3CT_FP30_3__3CT_W1_C3-Trial____35,597,NE,Social,W1,22,123.19996799999899,1.8367966438451258,Outside interaction,
W1__ID597_NE__3CT_FP30_3__3CT_W1_C3-Trial____35,597,NE,Social,W1,23,142.3199679999998,1.8986157747732815,Outside interaction,
W1__ID597_NE__3CT_FP30_3__3CT_W1_C3-Trial____35,597,NE,Social,W1,24,148.23996799999986,2.3192096137970495,Outside interaction,
W1__ID597_NE__3CT_FP30_3__3CT_W1_C3-Trial____35,597,NE,Social,W1,25,153.59996800000044,2.4702885870400015,Outside interaction,
W1__ID597_NE__3CT_FP30_3__3CT_W1_C3-Trial____35,597,NE,Social,W1,26,155.6399679999995,3.0725639703070153,Outside interaction,
W1__ID597_NE__3CT_FP30_3__3CT_W1_C3-Trial____35,597,NE,Social,W1,27,156.199967999999,1.8701590188292678,Outside interaction,
W1__ID597_NE__3CT_FP30_3__3CT_W1_C3-Trial____35,597,NE,Social,W1,28,162.199967999999,3.281551694625002,Outside interaction,
W1__ID597_NE__3CT_FP30_3__3CT_W1_C3-Trial____35,597,NE,Social,W1,29,162.67996800000037,2.6127884885204598,Outside interaction,
W1__ID597_NE__3CT_FP30_3__3CT_W1_C3-Trial____35,597,NE,Social,W1,30,184.079968,2.042836096650086,Interaction,10.0
W1__ID597_NE__3CT_FP30_3__3CT_W1_C3-Trial____35,597,NE,Social,W1,31,185.84000000000015,3.785063822235871,Interaction,10.0
W1__ID597_NE__3CT_FP30_3__3CT_W1_C3-Trial____35,597,NE,Social,W1,32,208.15996799999994,3.1739783805771666,Interaction,11.0
W1__ID597_NE__3CT_FP30_3__3CT_W1_C3-Trial____35,597,NE,Social,W1,33,209.6399679999995,2.7319197994654454,Interaction,11.0
W1__ID597_NE__3CT_FP30_3__3CT_W1_C3-Trial____35,597,NE,Social,W1,34,210.11996799999906,3.0849308642696394,Interaction,11.0
W1__ID597_NE__3CT_FP30_3__3CT_W1_C3-Trial____35,597,NE,Social,W1,35,214.47996799999964,2.022075159854736,Interaction,12.0
W1__ID597_NE__3CT_FP30_3__3CT_W1_C3-Trial____35,597,NE,Social,W1,36,222.079968,2.0580614101340617,Interaction,13.0
W1__ID597_NE__3CT_FP30_3__3CT_W1_C3-Trial____35,597,NE,Social,W1,37,228.83996800000023,2.366477109149702,Interaction,13.0
W1__ID597_NE__3CT_FP30_3__3CT_W1_C3-Trial____35,597,NE,Social,W1,38,246.27996799999892,1.9020702163999628,Outside interaction,
W1__ID597_NE__3CT_FP30_3__3CT_W1_C3-Trial____35,597,NE,Social,W1,39,267.8799679999993,2.5557645451221185,Outside interaction,
W1__ID597_NE__3CT_FP30_3__3CT_W1_C3-Trial____35,597,NE,Social,W1,40,269.6399679999995,1.9414925130604912,Outside interaction,
W1__ID597_NE__3CT_FP30_3__3CT_W1_C3-Trial____35,597,NE,Social,W1,41,276.03996799999913,2.45095318622723,Outside interaction,
W1__ID597_NE__3CT_FP31_3__3CT_W1_C3-Trial____36,597,NE,Novel,W1,1,1.359999999998763,2.046652336436754,Outside interaction,
W1__ID597_NE__3CT_FP31_3__3CT_W1_C3-Trial____36,597,NE,Novel,W1,2,3.1999999999989086,2.629893338236241,Outside interaction,
W1__ID597_NE__3CT_FP31_3__3CT_W1_C3-Trial____36,597,NE,Novel,W1,3,6.399999999999636,3.3560820073877395,Outside interaction,
W1__ID597_NE__3CT_FP31_3__3CT_W1_C3-Trial____36,597,NE,Novel,W1,4,6.959999999999127,4.209425460498013,Outside interaction,
W1__ID597_NE__3CT_FP31_3__3CT_W1_C3-Trial____36,597,NE,Novel,W1,5,7.559999999999491,2.7260271023666225,Outside interaction,
W1__ID597_NE__3CT_FP31_3__3CT_W1_C3-Trial____36,597,NE,Novel,W1,6,11.399999999999636,2.870509323333128,Outside interaction,
W1__ID597_NE__3CT_FP31_3__3CT_W1_C3-Trial____36,597,NE,Novel,W1,7,19.799999999999272,2.3587437797445467,Outside interaction,
W1__ID597_NE__3CT_FP31_3__3CT_W1_C3-Trial____36,597,NE,Novel,W1,8,20.920000000000073,2.676901132826016,Outside interaction,
W1__ID597_NE__3CT_FP31_3__3CT_W1_C3-Trial____36,597,NE,Novel,W1,9,27.840000000000146,2.2893251191170334,Outside interaction,
W1__ID597_NE__3CT_FP31_3__3CT_W1_C3-Trial____36,597,NE,Novel,W1,10,28.43999999999869,2.6337233726336575,Interaction,1.0
W1__ID597_NE__3CT_FP31_3__3CT_W1_C3-Trial____36,597,NE,Novel,W1,11,28.920000000000073,4.1527362538490795,Interaction,1.0
W1__ID597_NE__3CT_FP31_3__3CT_W1_C3-Trial____36,597,NE,Novel,W1,12,31.399999999999636,2.2419716550369833,Interaction,1.0
W1__ID597_NE__3CT_FP31_3__3CT_W1_C3-Trial____36,597,NE,Novel,W1,13,34.719999999999345,2.1951529447347857,Interaction,1.0
W1__ID597_NE__3CT_FP31_3__3CT_W1_C3-Trial____36,597,NE,Novel,W1,14,71.76000000000022,2.2713058414851184,Outside interaction,
W1__ID597_NE__3CT_FP31_3__3CT_W1_C3-Trial____36,597,NE,Novel,W1,15,79.80003199999919,2.1406865476059913,Outside interaction,
W1__ID597_NE__3CT_FP31_3__3CT_W1_C3-Trial____36,597,NE,Novel,W1,16,82.32003199999963,3.3235580451940283,Outside interaction,
W1__ID597_NE__3CT_FP31_3__3CT_W1_C3-Trial____36,597,NE,Novel,W1,17,82.88003199999912,2.161440452461491,Outside interaction,
W1__ID597_NE__3CT_FP31_3__3CT_W1_C3-Trial____36,597,NE,Novel,W1,18,83.96003199999905,2.3575123945164416,Outside interaction,
W1__ID597_NE__3CT_FP31_3__3CT_W1_C3-Trial____36,597,NE,Novel,W1,19,86.32003199999963,2.3471419012806045,Outside interaction,
W1__ID597_NE__3CT_FP31_3__3CT_W1_C3-Trial____36,597,NE,Novel,W1,20,90.36003199999868,3.264840841513828,Outside interaction,
W1__ID597_NE__3CT_FP31_3__3CT_W1_C3-Trial____36,597,NE,Novel,W1,21,93.52003199999854,3.2371602233079595,Outside interaction,
W1__ID597_NE__3CT_FP31_3__3CT_W1_C3-Trial____36,597,NE,Novel,W1,22,94.20003199999883,2.366998860433979,Outside interaction,
W1__ID597_NE__3CT_FP31_3__3CT_W1_C3-Trial____36,597,NE,Novel,W1,23,133.68006400000013,2.116642533349363,Outside interaction,
W1__ID597_NE__3CT_FP31_3__3CT_W1_C3-Trial____36,597,NE,Novel,W1,24,136.8000639999991,2.4134112915586003,Outside interaction,
W1__ID597_NE__3CT_FP31_3__3CT_W1_C3-Trial____36,597,NE,Novel,W1,25,137.44006399999853,3.0456944338357927,Outside interaction,
W1__ID597_NE__3CT_FP31_3__3CT_W1_C3-Trial____36,597,NE,Novel,W1,26,144.76006400000006,2.6903425927286833,Outside interaction,
W1__ID597_NE__3CT_FP31_3__3CT_W1_C3-Trial____36,597,NE,Novel,W1,27,150.32009599999947,2.1280883901277754,Outside interaction,
W1__ID597_NE__3CT_FP31_3__3CT_W1_C3-Trial____36,597,NE,Novel,W1,28,186.24012799999946,2.1546679640697013,Outside interaction,
W1__ID597_NE__3CT_FP31_3__3CT_W1_C3-Trial____36,597,NE,Novel,W1,29,191.00012799999968,2.4028330901856823,Outside interaction,
W1__ID597_NE__3CT_FP31_3__3CT_W1_C3-Trial____36,597,NE,Novel,W1,30,200.72012799999902,2.518986788605132,Outside interaction,
W1__ID597_NE__3CT_FP31_3__3CT_W1_C3-Trial____36,597,NE,Novel,W1,31,202.04012799999873,2.3365028668150365,Outside interaction,
W1__ID597_NE__3CT_FP31_3__3CT_W1_C3-Trial____36,597,NE,Novel,W1,32,212.00012799999968,2.0984526994436905,Outside interaction,
W1__ID597_NE__3CT_FP31_3__3CT_W1_C3-Trial____36,597,NE,Novel,W1,33,216.24015999999938,4.739890984813683,Outside interaction,
W1__ID597_NE__3CT_FP31_3__3CT_W1_C3-Trial____36,597,NE,Novel,W1,34,217.04015999999865,3.073345029481281,Outside interaction,
W1__ID597_NE__3CT_FP31_3__3CT_W1_C3-Trial____36,597,NE,Novel,W1,35,218.04015999999865,4.215739684534572,Outside interaction,
W1__ID597_NE__3CT_FP31_3__3CT_W1_C3-Trial____36,597,NE,Novel,W1,36,224.8801599999988,3.3627087011683865,Outside interaction,
W1__ID597_NE__3CT_FP31_3__3CT_W1_C3-Trial____36,597,NE,Novel,W1,37,225.80015999999887,2.415975626065259,Outside interaction,
W1__ID597_NE__3CT_FP31_3__3CT_W1_C3-Trial____36,597,NE,Novel,W1,38,233.16015999999945,2.258722593625097,Outside interaction,
W1__ID597_NE__3CT_FP31_3__3CT_W1_C3-Trial____36,597,NE,Novel,W1,39,237.52016000000003,2.9637081296757595,Outside interaction,
W1__ID597_NE__3CT_FP31_3__3CT_W1_C3-Trial____36,597,NE,Novel,W1,40,239.72015999999894,2.09486224345296,Outside interaction,
W1__ID597_NE__3CT_FP31_3__3CT_W1_C3-Trial____36,597,NE,Novel,W1,41,265.1201919999985,3.1435921294327995,Outside interaction,
W1__ID597_NE__3CT_FP31_3__3CT_W1_C3-Trial____36,597,NE,Novel,W1,42,275.20019200000024,2.3105813689748573,Interaction,3.0
W1__ID597_NE__3CT_FP31_3__3CT_W1_C3-Trial____36,597,NE,Novel,W1,43,279.32022399999914,2.9206366174526974,Outside interaction,
W1__ID597_NE__3CT_FP31_3__3CT_W1_C3-Trial____36,597,NE,Novel,W1,44,290.0402240000003,2.092487612316626,Outside interaction,
W1__ID597_NE__3CT_FP31_3__3CT_W1_C3-Trial____36,597,NE,Novel,W1,45,291.08022399999936,3.3213632894210354,Outside interaction,
W1__ID597_NE__3CT_FP31_3__3CT_W1_C3-Trial____36,597,NE,Novel,W1,46,292.0402240000003,2.1015840020039613,Outside interaction,
W1__ID597_NE__3CT_FP31_3__3CT_W1_C3-Trial____36,597,NE,Novel,W1,47,294.00022399999943,4.112460714969703,Outside interaction,
W1__ID597_NE__3CT_FP31_3__3CT_W1_C3-Trial____36,597,NE,Novel,W1,48,296.52022399999987,2.0484897904650667,Outside interaction,
W1__ID597_NE__3CT_FP31_3__3CT_W1_C3-Trial____36,597,NE,Novel,W1,49,297.0402240000003,2.5881285829175242,Outside interaction,
W1__ID597_NE__3CT_FP31_3__3CT_W1_C3-Trial____36,597,NE,Novel,W1,50,298.2802240000001,2.841554740053811,Outside interaction,
W1__ID597_NE__3CT_FP31_3__3CT_W1_C3-Trial____36,597,NE,Novel,W1,51,299.44022399999994,2.48394005670815,Outside interaction,
W1__ID463_WT__3CT_FP4_2__3CT_W1_cohort2_FP-Trial_____6,463,WT,Social,W1,1,11.960000000000036,2.102334229457018,Interaction,3.0
W1__ID463_WT__3CT_FP4_2__3CT_W1_cohort2_FP-Trial_____6,463,WT,Social,W1,2,17.480000000000473,4.485493594828537,Interaction,4.0
W1__ID463_WT__3CT_FP4_2__3CT_W1_cohort2_FP-Trial_____6,463,WT,Social,W1,3,18.079999999999927,3.0536279486176783,Interaction,4.0
W1__ID463_WT__3CT_FP4_2__3CT_W1_cohort2_FP-Trial_____6,463,WT,Social,W1,4,18.960000000000036,2.1274823199693507,Interaction,4.0
W1__ID463_WT__3CT_FP4_2__3CT_W1_cohort2_FP-Trial_____6,463,WT,Social,W1,5,30.88000000000011,2.0867279886203383,Interaction,6.0
W1__ID463_WT__3CT_FP4_2__3CT_W1_cohort2_FP-Trial_____6,463,WT,Social,W1,6,31.399999999999636,2.6196874927785694,Interaction,6.0
W1__ID463_WT__3CT_FP4_2__3CT_W1_cohort2_FP-Trial_____6,463,WT,Social,W1,7,39.039999999999964,2.3757176964798647,Interaction,7.0
W1__ID463_WT__3CT_FP4_2__3CT_W1_cohort2_FP-Trial_____6,463,WT,Social,W1,8,48.11999999999989,3.1385673363794484,Outside interaction,
W1__ID463_WT__3CT_FP4_2__3CT_W1_cohort2_FP-Trial_____6,463,WT,Social,W1,9,106.35999999999967,4.399851208872467,Interaction,8.0
W1__ID463_WT__3CT_FP4_2__3CT_W1_cohort2_FP-Trial_____6,463,WT,Social,W1,10,106.96000000000004,4.926111405525971,Interaction,8.0
W1__ID463_WT__3CT_FP4_2__3CT_W1_cohort2_FP-Trial_____6,463,WT,Social,W1,11,108.0,3.2998448671449156,Interaction,8.0
W1__ID463_WT__3CT_FP4_2__3CT_W1_cohort2_FP-Trial_____6,463,WT,Social,W1,12,108.80000000000018,2.2339104031635086,Interaction,8.0
W1__ID463_WT__3CT_FP4_2__3CT_W1_cohort2_FP-Trial_____6,463,WT,Social,W1,13,118.19999999999982,2.1969245328646885,Interaction,9.0
W1__ID463_WT__3CT_FP4_2__3CT_W1_cohort2_FP-Trial_____6,463,WT,Social,W1,14,135.79996800000026,3.3964216289232962,Interaction,11.0
W1__ID463_WT__3CT_FP4_2__3CT_W1_cohort2_FP-Trial_____6,463,WT,Social,W1,15,140.1999679999999,1.9679904857846524,Outside interaction,
W1__ID463_WT__3CT_FP4_2__3CT_W1_cohort2_FP-Trial_____6,463,WT,Social,W1,16,151.59996800000044,3.655301108065104,Interaction,12.0
W1__ID463_WT__3CT_FP4_2__3CT_W1_cohort2_FP-Trial_____6,463,WT,Social,W1,17,181.47993599999973,2.3616205285398904,Outside interaction,
W1__ID463_WT__3CT_FP4_2__3CT_W1_cohort2_FP-Trial_____6,463,WT,Social,W1,18,226.99987200000032,2.2660935433697404,Interaction,14.0
W1__ID463_WT__3CT_FP4_2__3CT_W1_cohort2_FP-Trial_____6,463,WT,Social,W1,19,228.59987199999978,3.41258454513716,Interaction,14.0
W1__ID463_WT__3CT_FP4_2__3CT_W1_cohort2_FP-Trial_____6,463,WT,Social,W1,20,229.59987199999978,2.1654564326047083,Interaction,14.0
W1__ID463_WT__3CT_FP4_2__3CT_W1_cohort2_FP-Trial_____6,463,WT,Social,W1,21,239.43987199999992,1.9803321203788715,Interaction,15.0
W1__ID463_WT__3CT_FP4_2__3CT_W1_cohort2_FP-Trial_____6,463,WT,Social,W1,22,252.99987200000032,3.2853240246136672,Interaction,15.0
W1__ID463_WT__3CT_FP4_2__3CT_W1_cohort2_FP-Trial_____6,463,WT,Social,W1,23,297.559808,2.6030014651305735,Outside interaction,
W1__ID463_WT__3CT_FP5_2__3CT_W1_cohort2_FP-Trial_____7,463,WT,Novel,W1,1,0.9600000000000364,1.8349103510740263,Outside interaction,
W1__ID463_WT__3CT_FP5_2__3CT_W1_cohort2_FP-Trial_____7,463,WT,Novel,W1,2,7.7600320000001375,4.712957384479438,Outside interaction,
W1__ID463_WT__3CT_FP5_2__3CT_W1_cohort2_FP-Trial_____7,463,WT,Novel,W1,3,8.400031999999555,4.323568892332339,Outside interaction,
W1__ID463_WT__3CT_FP5_2__3CT_W1_cohort2_FP-Trial_____7,463,WT,Novel,W1,4,9.240031999999701,2.8498900570209496,Outside interaction,
W1__ID463_WT__3CT_FP5_2__3CT_W1_cohort2_FP-Trial_____7,463,WT,Novel,W1,5,18.280031999999665,2.0793847973417035,Outside interaction,
W1__ID463_WT__3CT_FP5_2__3CT_W1_cohort2_FP-Trial_____7,463,WT,Novel,W1,6,43.56003200000032,1.8229377376692413,Outside interaction,
W1__ID463_WT__3CT_FP5_2__3CT_W1_cohort2_FP-Trial_____7,463,WT,Novel,W1,7,44.280031999999665,2.691112319259719,Outside interaction,
W1__ID463_WT__3CT_FP5_2__3CT_W1_cohort2_FP-Trial_____7,463,WT,Novel,W1,8,44.88003200000003,2.5955407030287128,Outside interaction,
W1__ID463_WT__3CT_FP5_2__3CT_W1_cohort2_FP-Trial_____7,463,WT,Novel,W1,9,46.32003199999963,3.090450655813536,Outside interaction,
W1__ID463_WT__3CT_FP5_2__3CT_W1_cohort2_FP-Trial_____7,463,WT,Novel,W1,10,46.840032000000065,1.9086960111193538,Outside interaction,
W1__ID463_WT__3CT_FP5_2__3CT_W1_cohort2_FP-Trial_____7,463,WT,Novel,W1,11,72.16003199999977,4.156456593237603,Outside interaction,
W1__ID463_WT__3CT_FP5_2__3CT_W1_cohort2_FP-Trial_____7,463,WT,Novel,W1,12,72.92003199999999,2.80869536918538,Outside interaction,
W1__ID463_WT__3CT_FP5_2__3CT_W1_cohort2_FP-Trial_____7,463,WT,Novel,W1,13,73.52003199999945,1.8884411530979186,Outside interaction,
W1__ID463_WT__3CT_FP5_2__3CT_W1_cohort2_FP-Trial_____7,463,WT,Novel,W1,14,94.52003199999945,2.472946002209534,Outside interaction,
W1__ID463_WT__3CT_FP5_2__3CT_W1_cohort2_FP-Trial_____7,463,WT,Novel,W1,15,96.8000320000001,2.4372732959554346,Outside interaction,
W1__ID463_WT__3CT_FP5_2__3CT_W1_cohort2_FP-Trial_____7,463,WT,Novel,W1,16,97.8000320000001,3.680870071463288,Interaction,1.0
W1__ID463_WT__3CT_FP5_2__3CT_W1_cohort2_FP-Trial_____7,463,WT,Novel,W1,17,99.08003199999985,2.819101337437798,Interaction,1.0
W1__ID463_WT__3CT_FP5_2__3CT_W1_cohort2_FP-Trial_____7,463,WT,Novel,W1,18,115.07999999999993,2.3964867437428485,Outside interaction,
W1__ID463_WT__3CT_FP5_2__3CT_W1_cohort2_FP-Trial_____7,463,WT,Novel,W1,19,133.4399999999996,2.3477208042107853,Interaction,4.0
W1__ID463_WT__3CT_FP5_2__3CT_W1_cohort2_FP-Trial_____7,463,WT,Novel,W1,20,174.19999999999982,2.5270689493793514,Outside interaction,
W1__ID463_WT__3CT_FP5_2__3CT_W1_cohort2_FP-Trial_____7,463,WT,Novel,W1,21,174.72000000000025,2.925452027669592,Outside interaction,
W1__ID463_WT__3CT_FP5_2__3CT_W1_cohort2_FP-Trial_____7,463,WT,Novel,W1,22,219.6800000000003,2.2195812667733965,Interaction,7.0
W1__ID463_WT__3CT_FP5_2__3CT_W1_cohort2_FP-Trial_____7,463,WT,Novel,W1,23,248.1999679999999,2.248898814657982,Outside interaction,
W1__ID463_WT__3CT_FP5_2__3CT_W1_cohort2_FP-Trial_____7,463,WT,Novel,W1,24,282.67996799999946,2.407778875341878,Outside interaction,
W1__ID463_WT__3CT_FP5_2__3CT_W1_cohort2_FP-Trial_____7,463,WT,Novel,W1,25,283.35996799999975,1.9323558177654712,Outside interaction,
W1__ID463_WT__3CT_FP5_2__3CT_W1_cohort2_FP-Trial_____7,463,WT,Novel,W1,26,286.5999359999996,1.8861316441843738,Outside interaction,
W1__ID459_NE__3CT_FP7_2__3CT_W1_cohort2_FP-Trial_____9,459,NE,Social,W1,1,1.1599999999998545,1.7624054540105267,Outside interaction,
W1__ID459_NE__3CT_FP7_2__3CT_W1_cohort2_FP-Trial_____9,459,NE,Social,W1,2,2.12003199999981,1.8527552937122036,Outside interaction,
W1__ID459_NE__3CT_FP7_2__3CT_W1_cohort2_FP-Trial_____9,459,NE,Social,W1,3,2.920031999999992,1.7592051802692643,Interaction,1.0
W1__ID459_NE__3CT_FP7_2__3CT_W1_cohort2_FP-Trial_____9,459,NE,Social,W1,4,6.480032000000392,2.4294055081130184,Outside interaction,
W1__ID459_NE__3CT_FP7_2__3CT_W1_cohort2_FP-Trial_____9,459,NE,Social,W1,5,18.280031999999665,2.735151014400471,Interaction,2.0
W1__ID459_NE__3CT_FP7_2__3CT_W1_cohort2_FP-Trial_____9,459,NE,Social,W1,6,22.720032000000174,2.074955202610401,Outside interaction,
W1__ID459_NE__3CT_FP7_2__3CT_W1_cohort2_FP-Trial_____9,459,NE,Social,W1,7,24.68003200000021,1.7979969848296777,Outside interaction,
W1__ID459_NE__3CT_FP7_2__3CT_W1_cohort2_FP-Trial_____9,459,NE,Social,W1,8,39.520032000000356,2.0999408317370953,Outside interaction,
W1__ID459_NE__3CT_FP7_2__3CT_W1_cohort2_FP-Trial_____9,459,NE,Social,W1,9,40.960031999999956,2.752921580786422,Interaction,3.0
W1__ID459_NE__3CT_FP7_2__3CT_W1_cohort2_FP-Trial_____9,459,NE,Social,W1,10,41.520032000000356,1.8428374608706986,Interaction,3.0
W1__ID459_NE__3CT_FP7_2__3CT_W1_cohort2_FP-Trial_____9,459,NE,Social,W1,11,44.20003199999974,1.984515957720207,Interaction,3.0
