trial_key,mouse_id,genotype,trial_type,timepoint,peak_number,peak_time_s,peak_amp_z,analysis_window,interaction_bout_number
Preinduction__ID597_NE__3CT_FP29_3__3CT_Preinduction_C3_check_arena_settings-Trial____31,597,NE,Novel,Preinduction,40,273.9207999999999,2.0422872042700657,Outside interaction,
Preinduction__ID597_NE__3CT_FP29_3__3CT_Preinduction_C3_check_arena_settings-Trial____31,597,NE,Novel,Preinduction,41,278.28080000000045,2.819839438168767,Outside interaction,
Preinduction__ID597_NE__3CT_FP29_3__3CT_Preinduction_C3_check_arena_settings-Trial____31,597,NE,Novel,Preinduction,42,280.0807999999997,2.9019214062451746,Outside interaction,
Preinduction__ID597_NE__3CT_FP29_3__3CT_Preinduction_C3_check_arena_settings-Trial____31,597,NE,Novel,Preinduction,43,286.4408320000002,2.355844494310941,Outside interaction,
Preinduction__ID597_NE__3CT_FP29_3__3CT_Preinduction_C3_check_arena_settings-Trial____31,597,NE,Novel,Preinduction,44,287.32083200000125,1.929871591662313,Outside interaction,
Preinduction__ID597_NE__3CT_FP29_3__3CT_Preinduction_C3_check_arena_settings-Trial____31,597,NE,Novel,Preinduction,45,288.4808320000011,3.0577181497879335,Outside interaction,
Preinduction__ID597_NE__3CT_FP29_3__3CT_Preinduction_C3_check_arena_settings-Trial____31,597,NE,Novel,Preinduction,46,298.720863999999,2.0174507366796375,Outside interaction,
Preinduction__ID463_WT__3CT_FP4_2__3CT_Preinduction_cohort2_FP-Trial_____6,463,WT,Social,Preinduction,1,37.55999999999949,4.0165959858040585,Outside interaction,
Preinduction__ID463_WT__3CT_FP4_2__3CT_Preinduction_cohort2_FP-Trial_____6,463,WT,Social,Preinduction,2,38.55999999999949,2.607871189336815,Outside interaction,
Preinduction__ID463_WT__3CT_FP4_2__3CT_Preinduction_cohort2_FP-Trial_____6,463,WT,Social,Preinduction,3,90.63999999999942,2.0003626561893855,Outside interaction,
Preinduction__ID463_WT__3CT_FP4_2__3CT_Preinduction_cohort2_FP-Trial_____6,463,WT,Social,Preinduction,4,99.83996800000023,2.095428802187152,Outside interaction,
Preinduction__ID463_WT__3CT_FP4_2__3CT_Preinduction_cohort2_FP-Trial_____6,463,WT,Social,Preinduction,5,100.35996799999884,1.9707459170199149,Outside interaction,
Preinduction__ID463_WT__3CT_FP4_2__3CT_Preinduction_cohort2_FP-Trial_____6,463,WT,Social,Preinduction,6,102.87996799999928,2.096025870330491,Interaction,1.0
Preinduction__ID463_WT__3CT_FP4_2__3CT_Preinduction_cohort2_FP-Trial_____6,463,WT,Social,Preinduction,7,103.55996799999957,5.200145112013076,Interaction,1.0
Preinduction__ID463_WT__3CT_FP4_2__3CT_Preinduction_cohort2_FP-Trial_____6,463,WT,Social,Preinduction,8,104.11996799999906,4.242665089707477,Interaction,1.0
Preinduction__ID463_WT__3CT_FP4_2__3CT_Preinduction_cohort2_FP-Trial_____6,463,WT,Social,Preinduction,9,105.7599680000003,2.8191310436577646,Interaction,1.0
Preinduction__ID463_WT__3CT_FP4_2__3CT_Preinduction_cohort2_FP-Trial_____6,463,WT,Social,Preinduction,10,106.39996799999972,3.555685586011401,Interaction,1.0
Preinduction__ID463_WT__3CT_FP4_2__3CT_Preinduction_cohort2_FP-Trial_____6,463,WT,Social,Preinduction,11,111.19996799999899,2.225858387807354,Interaction,1.0
Preinduction__ID463_WT__3CT_FP4_2__3CT_Preinduction_cohort2_FP-Trial_____6,463,WT,Social,Preinduction,12,154.91996800000015,2.797725088693756,Interaction,2.0
Preinduction__ID463_WT__3CT_FP4_2__3CT_Preinduction_cohort2_FP-Trial_____6,463,WT,Social,Preinduction,13,155.4399680000006,4.14419857988783,Interaction,2.0
Preinduction__ID463_WT__3CT_FP4_2__3CT_Preinduction_cohort2_FP-Trial_____6,463,WT,Social,Preinduction,14,156.55996799999957,3.225253315513363,Interaction,2.0
Preinduction__ID463_WT__3CT_FP4_2__3CT_Preinduction_cohort2_FP-Trial_____6,463,WT,Social,Preinduction,15,158.79996799999935,4.515582251368438,Interaction,2.0
Preinduction__ID463_WT__3CT_FP4_2__3CT_Preinduction_cohort2_FP-Trial_____6,463,WT,Social,Preinduction,16,159.27996799999892,3.4022676036195296,Interaction,2.0
Preinduction__ID463_WT__3CT_FP4_2__3CT_Preinduction_cohort2_FP-Trial_____6,463,WT,Social,Preinduction,17,160.199967999999,2.3180264949902867,Interaction,2.0
Preinduction__ID463_WT__3CT_FP4_2__3CT_Preinduction_cohort2_FP-Trial_____6,463,WT,Social,Preinduction,18,161.27996799999892,2.8071468833224626,Interaction,2.0
Preinduction__ID463_WT__3CT_FP4_2__3CT_Preinduction_cohort2_FP-Trial_____6,463,WT,Social,Preinduction,19,164.71996799999943,3.071729754780046,Interaction,2.0
Preinduction__ID463_WT__3CT_FP4_2__3CT_Preinduction_cohort2_FP-Trial_____6,463,WT,Social,Preinduction,20,166.27996799999892,2.1815107849322146,Interaction,2.0
Preinduction__ID463_WT__3CT_FP4_2__3CT_Preinduction_cohort2_FP-Trial_____6,463,WT,Social,Preinduction,21,171.4399680000006,2.6251811198127886,Interaction,2.0
Preinduction__ID463_WT__3CT_FP4_2__3CT_Preinduction_cohort2_FP-Trial_____6,463,WT,Social,Preinduction,22,260.91993600000023,1.9417989348360671,Outside interaction,
Preinduction__ID463_WT__3CT_FP4_2__3CT_Preinduction_cohort2_FP-Trial_____6,463,WT,Social,Preinduction,23,282.239904,3.811229480869566,Outside interaction,
Preinduction__ID463_WT__3CT_FP4_2__3CT_Preinduction_cohort2_FP-Trial_____6,463,WT,Social,Preinduction,24,283.19990399999915,4.512307996274164,Outside interaction,
Preinduction__ID463_WT__3CT_FP4_2__3CT_Preinduction_cohort2_FP-Trial_____6,463,WT,Social,Preinduction,25,283.7999039999995,2.749716714919325,Outside interaction,
Preinduction__ID463_WT__3CT_FP4_2__3CT_Preinduction_cohort2_FP-Trial_____6,463,WT,Social,Preinduction,26,294.31987200000003,2.1668910278629667,Outside interaction,
Preinduction__ID463_WT__3CT_FP5_2__3CT_Preinduction_cohort2_FP-Trial_____7,463,WT,Novel,Preinduction,1,1.0799999999999272,3.2127428900777555,Outside interaction,
Preinduction__ID463_WT__3CT_FP5_2__3CT_Preinduction_cohort2_FP-Trial_____7,463,WT,Novel,Preinduction,2,9.720000000001164,2.921514828527817,Outside interaction,
Preinduction__ID463_WT__3CT_FP5_2__3CT_Preinduction_cohort2_FP-Trial_____7,463,WT,Novel,Preinduction,3,10.280000000000655,2.0798123195295277,Outside interaction,
Preinduction__ID463_WT__3CT_FP5_2__3CT_Preinduction_cohort2_FP-Trial_____7,463,WT,Novel,Preinduction,4,13.360000000000582,2.3421274492415067,Outside interaction,
Preinduction__ID463_WT__3CT_FP5_2__3CT_Preinduction_cohort2_FP-Trial_____7,463,WT,Novel,Preinduction,5,47.8799680000011,3.0516255921368356,Interaction,1.0
Preinduction__ID463_WT__3CT_FP5_2__3CT_Preinduction_cohort2_FP-Trial_____7,463,WT,Novel,Preinduction,6,48.39996799999972,5.0269795014063865,Interaction,1.0
Preinduction__ID463_WT__3CT_FP5_2__3CT_Preinduction_cohort2_FP-Trial_____7,463,WT,Novel,Preinduction,7,49.95996800000103,1.887001923391629,Interaction,1.0
Preinduction__ID463_WT__3CT_FP5_2__3CT_Preinduction_cohort2_FP-Trial_____7,463,WT,Novel,Preinduction,8,94.2799040000009,1.8429489774881196,Interaction,2.0
Preinduction__ID463_WT__3CT_FP5_2__3CT_Preinduction_cohort2_FP-Trial_____7,463,WT,Novel,Preinduction,9,106.2799040000009,2.1247011275976715,Outside interaction,
Preinduction__ID463_WT__3CT_FP5_2__3CT_Preinduction_cohort2_FP-Trial_____7,463,WT,Novel,Preinduction,10,106.75990400000046,2.7551530550422427,Outside interaction,
Preinduction__ID463_WT__3CT_FP5_2__3CT_Preinduction_cohort2_FP-Trial_____7,463,WT,Novel,Preinduction,11,107.79990400000133,3.3082299598039335,Outside interaction,
Preinduction__ID463_WT__3CT_FP5_2__3CT_Preinduction_cohort2_FP-Trial_____7,463,WT,Novel,Preinduction,12,110.5999040000006,3.2060645698451062,Outside interaction,
Preinduction__ID463_WT__3CT_FP5_2__3CT_Preinduction_cohort2_FP-Trial_____7,463,WT,Novel,Preinduction,13,134.23990400000002,2.1383078890623493,Interaction,3.0
Preinduction__ID463_WT__3CT_FP5_2__3CT_Preinduction_cohort2_FP-Trial_____7,463,WT,Novel,Preinduction,14,135.55990399999973,3.603385283435218,Interaction,3.0
Preinduction__ID463_WT__3CT_FP5_2__3CT_Preinduction_cohort2_FP-Trial_____7,463,WT,Novel,Preinduction,15,136.23990400000002,2.612440594985128,Interaction,3.0
Preinduction__ID463_WT__3CT_FP5_2__3CT_Preinduction_cohort2_FP-Trial_____7,463,WT,Novel,Preinduction,16,159.83987200000047,3.780166258081241,Outside interaction,
Preinduction__ID463_WT__3CT_FP5_2__3CT_Preinduction_cohort2_FP-Trial_____7,463,WT,Novel,Preinduction,17,160.5998720000007,3.0256197854385753,Outside interaction,
Preinduction__ID463_WT__3CT_FP5_2__3CT_Preinduction_cohort2_FP-Trial_____7,463,WT,Novel,Preinduction,18,161.11987200000112,2.7203667727487475,Outside interaction,
Preinduction__ID463_WT__3CT_FP5_2__3CT_Preinduction_cohort2_FP-Trial_____7,463,WT,Novel,Preinduction,19,161.6798720000006,2.472029687695102,Outside interaction,
Preinduction__ID463_WT__3CT_FP5_2__3CT_Preinduction_cohort2_FP-Trial_____7,463,WT,Novel,Preinduction,20,163.15987200000018,2.8275055283522885,Outside interaction,
Preinduction__ID463_WT__3CT_FP5_2__3CT_Preinduction_cohort2_FP-Trial_____7,463,WT,Novel,Preinduction,21,163.71987199999967,1.876601760308997,Outside interaction,
Preinduction__ID463_WT__3CT_FP5_2__3CT_Preinduction_cohort2_FP-Trial_____7,463,WT,Novel,Preinduction,22,175.07987200000025,2.0599274213604293,Outside interaction,
Preinduction__ID463_WT__3CT_FP5_2__3CT_Preinduction_cohort2_FP-Trial_____7,463,WT,Novel,Preinduction,23,183.15987200000018,2.490310380444276,Outside interaction,
Preinduction__ID463_WT__3CT_FP5_2__3CT_Preinduction_cohort2_FP-Trial_____7,463,WT,Novel,Preinduction,24,226.31987200000003,3.405919023514622,Interaction,4.0
Preinduction__ID463_WT__3CT_FP5_2__3CT_Preinduction_cohort2_FP-Trial_____7,463,WT,Novel,Preinduction,25,226.9198720000004,4.5956025912283485,Interaction,4.0
Preinduction__ID463_WT__3CT_FP5_2__3CT_Preinduction_cohort2_FP-Trial_____7,463,WT,Novel,Preinduction,26,227.39984000000004,2.2541213746851887,Interaction,4.0
Preinduction__ID463_WT__3CT_FP5_2__3CT_Preinduction_cohort2_FP-Trial_____7,463,WT,Novel,Preinduction,27,242.8798399999996,1.821460454019079,Outside interaction,
Preinduction__ID463_WT__3CT_FP5_2__3CT_Preinduction_cohort2_FP-Trial_____7,463,WT,Novel,Preinduction,28,243.6798400000007,2.1020212723489298,Outside interaction,
Preinduction__ID463_WT__3CT_FP5_2__3CT_Preinduction_cohort2_FP-Trial_____7,463,WT,Novel,Preinduction,29,245.15984000000026,3.85340456836535,Outside interaction,
Preinduction__ID463_WT__3CT_FP5_2__3CT_Preinduction_cohort2_FP-Trial_____7,463,WT,Novel,Preinduction,30,287.23980800000027,4.822135445928568,Outside interaction,
Preinduction__ID463_WT__3CT_FP5_2__3CT_Preinduction_cohort2_FP-Trial_____7,463,WT,Novel,Preinduction,31,288.47980800000005,1.9582080779468953,Outside interaction,
Preinduction__ID459_NE__3CT_FP7_2__3CT_Preinduction_cohort2_FP-Trial_____9,459,NE,Social,Preinduction,1,0.5599999999994907,2.939281562393439,Outside interaction,
Preinduction__ID459_NE__3CT_FP7_2__3CT_Preinduction_cohort2_FP-Trial_____9,459,NE,Social,Preinduction,2,2.0,1.7054819420699432,Outside interaction,
Preinduction__ID459_NE__3CT_FP7_2__3CT_Preinduction_cohort2_FP-Trial_____9,459,NE,Social,Preinduction,3,12.279968000000736,2.2723701362226163,Interaction,1.0
Preinduction__ID459_NE__3CT_FP7_2__3CT_Preinduction_cohort2_FP-Trial_____9,459,NE,Social,Preinduction,4,13.159967999999935,4.671023943488105,Interaction,1.0
Preinduction__ID459_NE__3CT_FP7_2__3CT_Preinduction_cohort2_FP-Trial_____9,459,NE,Social,Preinduction,5,13.87996799999928,3.843470381224395,Interaction,1.0
Preinduction__ID459_NE__3CT_FP7_2__3CT_Preinduction_cohort2_FP-Trial_____9,459,NE,Social,Preinduction,6,17.7599680000003,1.655926274527161,Interaction,1.0
Preinduction__ID459_NE__3CT_FP7_2__3CT_Preinduction_cohort2_FP-Trial_____9,459,NE,Social,Preinduction,7,23.079968000000008,1.7382069516184495,Interaction,1.0
Preinduction__ID459_NE__3CT_FP7_2__3CT_Preinduction_cohort2_FP-Trial_____9,459,NE,Social,Preinduction,8,26.19996800000081,1.8138680818627313,Interaction,1.0
Preinduction__ID459_NE__3CT_FP7_2__3CT_Preinduction_cohort2_FP-Trial_____9,459,NE,Social,Preinduction,9,27.279968000000736,2.2597985849733067,Outside interaction,
Preinduction__ID459_NE__3CT_FP7_2__3CT_Preinduction_cohort2_FP-Trial_____9,459,NE,Social,Preinduction,10,27.919968000000154,2.0762178159169498,Outside interaction,
Preinduction__ID459_NE__3CT_FP7_2__3CT_Preinduction_cohort2_FP-Trial_____9,459,NE,Social,Preinduction,11,65.07993600000009,2.9360104142975456,Outside interaction,
Preinduction__ID459_NE__3CT_FP7_2__3CT_Preinduction_cohort2_FP-Trial_____9,459,NE,Social,Preinduction,12,87.27993600000082,2.2282287735130573,Outside interaction,
Preinduction__ID459_NE__3CT_FP7_2__3CT_Preinduction_cohort2_FP-Trial_____9,459,NE,Social,Preinduction,13,87.87993599999936,2.2069264714053265,Outside interaction,
